Year,Agency Name,Vendor Name,Vendor Zip,Amount
2009,DEPARTMENT OF HUMAN RESOURCES,THRESHOLD INC,21202,2000
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,THRESHOLD INC,21202,375212.15
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LEARNING TREE INC,31193,3527.26
2009,DEPARTMENT OF HUMAN RESOURCES,LEARNING TREE INC,21716,402
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,LEARNING TREE INC,21716,32218.64
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,WARD FOUNDATION INC,21804,35830
2009,DEPT OF BUSINESS & ECONOMIC DEVELOPMENT,WARD FOUNDATION INC,21804,79855.65
2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,COMPREHENSIVE HOUSING ASSIST,21215,147843.97
2009,DHCD-COMMUNITY DEVELOPMENT ADM- CAPITAL,COMPREHENSIVE HOUSING ASSIST,21215,35886.88
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ABERDEEN VOLUNTEER FIRE DEPT INC,21001,38867.1
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FROSTBURG STATE UNIV,21532,1352.9
2009,MARYLAND HIGHER EDUCATION COMMISSION,FROSTBURG STATE UNIV,21532,173606
2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,FROSTBURG STATE UNIV,21532,250000
2009,DEPT OF BUSINESS & ECONOMIC DEVELOPMENT,FROSTBURG STATE UNIV,21532,50
2009,DEPARTMENT OF JUVENILE SERVICES,FROSTBURG STATE UNIV,21532,12045
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GLENWOOD LIFE COUNSEL CTR,21212,56756
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,GLENWOOD LIFE COUNSEL CTR,21030,30
2009,DEPT OF HEALTH & MENTAL HYGIENE-CAPITAL,GLENWOOD LIFE COUNSEL CTR,21212,1840052
2009,MILITARY DEPARTMENT,MARYLAND STATE FIREMEN'S ASSOCIATION,21094,425000
2009,MD INST EMERG MEDICAL SERVICE SYSTEMS,MARYLAND STATE FIREMEN'S ASSOCIATION,21201,900
2009,DEPARTMENT OF NATURAL RESOURCES,MARYLAND STATE FIREMEN'S ASSOCIATION,20650,125
2009,MARYLAND STATE POLICE,MARYLAND STATE FIREMEN'S ASSOCIATION,21208,450
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PASCAL YOUTH & FAMILY SERVICES,21146,539.41
2009,DEPARTMENT OF HUMAN RESOURCES,PASCAL YOUTH & FAMILY SERVICES,21146,285.4
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,PASCAL YOUTH & FAMILY SERVICES,21146,150015
2009,MARYLAND DEPT. OF AGING,ST MARY'S HOME FOR THE EDERLY INC,20650,58126
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ST MARY'S HOME FOR THE EDERLY INC,20650,1000
2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,ST MARY'S HOME FOR THE EDERLY INC,20650,392499
2009,DEPARTMENT OF HUMAN RESOURCES,KENT YOUTH INC,21620,26362.76
2009,DEPARTMENT OF JUVENILE SERVICES,KENT YOUTH INC,21620,907788.36
2009,MARYLAND HIGHER EDUCATION COMMISSION,ST MARYS COLLEGE OF MARYLAND FOUNDATION INC,20686,135904
2009,DEPT OF BUSINESS & ECONOMIC DEVELOPMENT,ST MARYS COLLEGE OF MARYLAND FOUNDATION INC,20686,27210
2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,FRIENDLY GARDEN APT C/O WHETSTONE CO,20877,31539
2009,MD DEPARTMENT OF PLANNING,DORCHESTER ARTS CENTER,21613,8125
2009,DEPT OF BUSINESS & ECONOMIC DEVELOPMENT,DORCHESTER ARTS CENTER,21613,86156
2009,CAPITAL PROJECTS- OFFICE OF COMPTROLLER,DORCHESTER ARTS CENTER,21613,58704.94
2009,MD DEPARTMENT OF PLANNING,SOCIETY FOR THE PRESERVATION OF FED HILL& FELLS PT,21231,30000
2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,SOCIETY FOR THE PRESERVATION OF FED HILL& FELLS PT,21231,75000
2009,DEPARTMENT OF NATURAL RESOURCES-CAPITAL,CHESAPEAKE APPRECIATION INC,21401,2200000
2009,MARYLAND STATE POLICE,NLETS,91716,54000
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,TOTAL HEALTH CARE INC,21275,7732342.65
2009,DEPARTMENT OF HUMAN RESOURCES,TOTAL HEALTH CARE INC,21275,28720
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,TOTAL HEALTH CARE INC,21217,221
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SO GARRETT CO RESCUE SQUAD INC,21629,25488.71
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,SO GARRETT CO RESCUE SQUAD INC,21629,383
2009,MARYLAND HIGHER EDUCATION COMMISSION,COLLEGE OF SOUTHERN MD FOUNDATION INC,20646,101645
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WORCHESTER COUNTY DEVELOPMENTAL CENTER INC,21841,1594203.19
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,WORCHESTER COUNTY DEVELOPMENTAL CENTER INC,21841,45004.83
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,ECHO HILL OUTDOOR SCHOOL,21678,57009
2009,STATE HIGHWAY ADMIN,WASHINGTON AREA BICYCLIST ASSN,20009,61619
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,PARKVILLE NAZARENE CHRISTIAN DAY CARE,21234,39041.3
2009,DEPARTMENT OF HUMAN RESOURCES,PROJECT P.L.A.S.E.,21201,17500
2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,PROJECT P.L.A.S.E.,21201,46797
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FORWARD VISIONS INC,21093,1685765.71
2009,BOARDS COMMISSIONS & OFFICES,GARRETT CO HEALTH DEPT,21550,22643.24
2009,DEPARTMENT OF NATURAL RESOURCES,GARRETT CO HEALTH DEPT,21550,543
2009,MD DEPARTMENT OF AGRICULTURE,GARRETT CO HEALTH DEPT,21550,160
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GARRETT CO HEALTH DEPT,21550,448937.19
2009,DEPARTMENT OF HUMAN RESOURCES,GARRETT CO HEALTH DEPT,21550,285
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,GARRETT CO HEALTH DEPT,21550,1225
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EASTON DAY CARE CENTER INC,21601,10000
2009,DEPARTMENT OF HUMAN RESOURCES,EASTON DAY CARE CENTER INC,21601,255.06
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,EASTON DAY CARE CENTER INC,21601,387136.21
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PREGNANCY AID CENTER,20740,298367.91
2009,DEPARTMENT OF HUMAN RESOURCES,PREGNANCY AID CENTER,20740,2185.96
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,DEVELOPMENTAL SCHOOL FOUNDATION,20852,37726.93
2009,MDOT THE SECRETARY'S OFFICE,LINTHICUM-SHIPLEY IMPROV ASSOC,21090,65800
2009,DEPARTMENT OF JUVENILE SERVICES,ASSOCIATED MARINE INSTITUTE INC,33634,91575
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,RACHEL GIBSON,21093,43846.64
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,DOLLY MILES,20710,33542.25
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MARY OSWELL,21117,37346
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,LINDA LEWIS,21205,32539.09
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DORIS MCDONALD,20657,36090
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CVS PHARMACY STORE #1524,60690,482981.12
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WEIS PHARMACY #172,17801,1241260.14
2009,MARYLAND SCHOOL FOR THE DEAF,WEIS PHARMACY #172,21701,2830.35
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BUTTER KRUST BAKING CO,17801,29304.6
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,BUTTER KRUST BAKING CO,17801,314271.78
2009,DEPARTMENT OF JUVENILE SERVICES,BUTTER KRUST BAKING CO,17801,38274.93
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MUHLENBERG HOSPITAL CENTE,18017,65583.74
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,MAID RITE STEAK COMPANY INC,19182,169609.58
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CATHY JO REDMOND,20602,39072.49
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MAJORIE PEARSALL MD,07189,370528.67
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FAMILY PLUS ASSISTED LIVING,20735,72824.16
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,LEONA WILEY,21221,31938.96
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,SANDRA BROOKS,21216,30162.93
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WILLIE B MVEMBA MD,21207,31781.11
2009,STATE HIGHWAY ADMIN,PENNSYLVANIA STATE UNIVERSITY,16801,3597.78
2009,MARYLAND TRANSIT ADMINISTRATION,PENNSYLVANIA STATE UNIVERSITY,17403,90005.62
2009,MARYLAND AVIATION ADMINISTRATION,PENNSYLVANIA STATE UNIVERSITY,16802,395
2009,MARYLAND HIGHER EDUCATION COMMISSION,PENNSYLVANIA STATE UNIVERSITY,16802,4600
2009,DEPARTMENT OF THE ENVIRONMENT,PENNSYLVANIA STATE UNIVERSITY,16801,4319.01
2009,DEPT OF AGRICULTURE -  CAPITAL PROJECTS,MYONG J SO,21853,59253.95
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DELORIS RANSOM,21214,28079.04
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,TUCKER'S DAY CARE,20748,37670.98
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FRIENDSHIP PLACE,21044,80762.44
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WALLACE CARE HOME,21244,38069.3
2009,DEPARTMENT OF HUMAN RESOURCES,WILLIAM G MILLER,21157,218.25
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,WILLIAM G MILLER,21157,132717.25
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MARY YVONNE WILSON,21207,30492.93
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,NEW LIFE ASSISTED LIVING INC,21075,41830.76
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,SABRINA HOPKINS,21229,31032.37
2009,DEPARTMENT OF HUMAN RESOURCES,FRANCIS J FISHBURNE,20848,1563
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,FRANCIS J FISHBURNE,20848,40895.75
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,MARTHA WILSON,20747,30292.21
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,ANGELIA BLACK,20744,27980.42
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,SONSHINE LEARNING CENTER,21207,37530.36
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,MELBA TAYLOR,20720,180406.68
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,SHEILA JOHNSON,21223,26170.18
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,COMPASSIONATE CARE SENIOR,20602,28565.46
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CHILDRENS HOSP PITTSBURGH,15251,32924.94
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,PORSHIA DAVIS,21040,46351.57
2009,DEPARTMENT OF JUVENILE SERVICES,POTOMAC FARMS DAIRY,21503,100566.26
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,CHEVRON ENERGY SOLUTIONS COMPANY,91189,91330.82
2009,DEPARTMENT OF PUBLIC SAFETY -   CAPITAL,CHEVRON ENERGY SOLUTIONS COMPANY,91189,10800
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GIANT EAGLE PHARMACY #1841,15264,306581.65
2009,DEPARTMENT OF HUMAN RESOURCES,GIANT EAGLE PHARMACY #1841,15264,429.3
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,NANCY HARRIS,20785,27328.5
2009,STATE HIGHWAY ADMIN,SOMERSET RURAL ELEC COOP INC,15501,2360.47
2009,DEPARTMENT OF HUMAN RESOURCES,SOMERSET RURAL ELEC COOP INC,15501,91881.2
2009,STATE HIGHWAY ADMIN,KENNAMETAL INC,75312,211207.1
2009,MARYLAND TRANSIT ADMINISTRATION,KENNAMETAL INC,75312,11075.23
2009,MARYLAND STADIUM AUTHORITY,"TRANE U.S., INC.",30384,813.5
2009,MILITARY DEPARTMENT,"TRANE U.S., INC.",30384,23121.7
2009,DEPARTMENT OF GENERAL SERVICES,"TRANE U.S., INC.",30384,223.38
2009,MOTOR VEHICLE ADMINSTRATION,"TRANE U.S., INC.",30384,11484.63
2009,MARYLAND TRANSIT ADMINISTRATION,"TRANE U.S., INC.",30384,16491
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"TRANE U.S., INC.",30384,12252.96
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,"TRANE U.S., INC.",30384,126520.67
2009,BALTIMORE CITY COMMUNITY COLLEGE,"TRANE U.S., INC.",30384,5600
2009,MARYLAND SCHOOL FOR THE DEAF,"TRANE U.S., INC.",30384,1082.95
2009,MARYLAND PORT ADMINISTRATION,K & L GATES,20006,8037.92
2009,MARYLAND AVIATION ADMINISTRATION,K & L GATES,20006,20611.85
2009,STATE HIGHWAY ADMIN,JOS B FAY CO,15076,22650.69
2009,MARYLAND PORT ADMINISTRATION,JOS B FAY CO,15076,3409320.58
2009,DEPARTMENT OF HUMAN RESOURCES,PRESSLEY RIDGE,44193,1413155.24
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,PRESSLEY RIDGE,21502,50
2009,DEPARTMENT OF JUVENILE SERVICES,PRESSLEY RIDGE,44193,717559.54
2009,BALTIMORE CITY COMMUNITY COLLEGE,CARNEGIE MELLON ROBOTICS ACADEMY,15201,3100
2009,DEPT OF BUSINESS & ECONOMIC DEVELOPMENT,CARNEGIE MELLON ROBOTICS ACADEMY,15251,42067
2009,STATE HIGHWAY ADMIN,PENN LINE SERVICE INC,15683,466318.96
2009,STATE HIGHWAY ADMIN,CHARLES J MERLO INC,15942,828535.32
2009,OFFICE OF THE PUBLIC DEFENDER,COLUMBIA GAS,45274,1179.5
2009,MILITARY DEPARTMENT,COLUMBIA GAS,45274,20198.19
2009,CANAL PLACE PRESERVATION AUTHORITY,COLUMBIA GAS,45274,16652.18
2009,STATE DEPT OF ASSESSMENTS & TAXATION,COLUMBIA GAS,45274,4276.15
2009,DEPARTMENT OF GENERAL SERVICES,COLUMBIA GAS,45274,8237.17
2009,STATE HIGHWAY ADMIN,COLUMBIA GAS,40290,40228.06
2009,MOTOR VEHICLE ADMINSTRATION,COLUMBIA GAS,40290,5082.55
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,COLUMBIA GAS,45274,40857.11
2009,DEPARTMENT OF HUMAN RESOURCES,COLUMBIA GAS,15478,1778781.06
2009,"DEPARTMENT OF LABOR, LICENSING & REG.",COLUMBIA GAS,45274,26179.88
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,COLUMBIA GAS,45274,203979.85
2009,DEPARTMENT OF THE ENVIRONMENT,COLUMBIA GAS,45274,5392.36
2009,DEPARTMENT OF JUVENILE SERVICES,COLUMBIA GAS,45274,5015.47
2009,MARYLAND STATE POLICE,COLUMBIA GAS,45274,8162.57
2009,STATE TREASURER'S OFFICE,KEYSTONE LIME CO INC,15562,4200
2009,STATE HIGHWAY ADMIN,KEYSTONE LIME CO INC,15562,6296578.55
2009,DEPARTMENT OF NATURAL RESOURCES,KEYSTONE LIME CO INC,15562,1425.83
2009,DEPARTMENT OF THE ENVIRONMENT,KEYSTONE LIME CO INC,15562,15845.41
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,REVCO D S INC 1102,60690,585963.33
2009,CAPITAL PROJECTS- UNIVERSITY OF MARYLAND,BURT HILL KOSAR RITTELMANN ASSOC,16001,2465090.17
2009,STATE HIGHWAY ADMIN,D W MILLER INC,16652,231641.9
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"ST MORITZ BUILDING SERVICES, INC",15701,61473.36
2009,DEPARTMENT OF GENERAL SERVICES- CAPITAL,BOLGER BROTHERS INC,16601,47227
2009,STATE HIGHWAY ADMIN,P & W EXCAVATING INC,17233,877286.37
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,P & W EXCAVATING INC,17233,5780
2009,STATE HIGHWAY ADMIN,MICHAEL BAKER JR INC,15009,48927.97
2009,MARYLAND AVIATION ADMINISTRATION,MICHAEL BAKER JR INC,15009,2493359.82
2009,STATE HIGHWAY ADMIN,GREEN ACRES CONTRACTING COMPANY INC,15683,446723.04
2009,MARYLAND TRANSIT ADMINISTRATION,L B FOSTER COMPANY,15264,130252.36
2009,DEPARTMENT OF THE ENVIRONMENT,EADS GROUP,15501,48775.14
2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,WASHINGTON REALTY COMPANY INC,15203,315169
2009,STATE HIGHWAY ADMIN,KTA-TATOR INC,15275,310252.56
2009,DEPARTMENT OF HUMAN RESOURCES,PENN-MAR OIL CO/PEIFFERS,17268,12445.1
2009,DEPARTMENT OF JUVENILE SERVICES,PENN-MAR OIL CO/PEIFFERS,17268,77409.71
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HON YUEN WONG MD,20852,55261.62
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,HON YUEN WONG MD,20852,75
2009,DEPARTMENT OF GENERAL SERVICES- CAPITAL,PJ DICK INCORPORATED,15227,757675
2009,CAPITAL PROJECTS- UNIVERSITY OF MARYLAND,PJ DICK INCORPORATED,15227,1405476.25
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,AUTOMATED SECURITY ALERT INC,15120,27564
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LADWANA M COATES,20640,34294.03
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MD ORTHOTICS PROSTHETICS,21286,59341.3
2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,CUMBERLAND MANOR ASSOCIATES,15317,409624
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,KEYSTONE FOAM CORPORATION,15661,90033.31
2009,MARYLAND STADIUM AUTHORITY,TRI COUNTY PETROLEUM,15701,35.42
2009,STATE HIGHWAY ADMIN,TRI COUNTY PETROLEUM,15701,49575.47
2009,MARYLAND PORT ADMINISTRATION,TRI COUNTY PETROLEUM,15701,4106.16
2009,MARYLAND TRANSIT ADMINISTRATION,TRI COUNTY PETROLEUM,15701,1772781.14
2009,MARYLAND AVIATION ADMINISTRATION,TRI COUNTY PETROLEUM,15701,4040.28
2009,MD DEPARTMENT OF AGRICULTURE,TRI COUNTY PETROLEUM,15701,534.2
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,TRI COUNTY PETROLEUM,15701,324.48
2009,MARYLAND STATE POLICE,TRI COUNTY PETROLEUM,15701,19653.36
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"MORAL,WELFARE AND RECREATION",20670,630
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,"MORAL,WELFARE AND RECREATION",20670,27551.1
2009,DEPARTMENT OF GENERAL SERVICES- CAPITAL,WAYNESBORO CONSTRUCTION CO INC,17268,8409558.11
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"CHESTNUT RIDGE FOAM, INC",15907,18725.44
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,"CHESTNUT RIDGE FOAM, INC",15907,42737.8
2009,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,"DAVID H. MARTIN EXCAVATING, INC.",17201,474030
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,EDINBORO UNIV OF PA,16444,133068.93
2009,MARYLAND TRANSIT ADMINISTRATION,ANSALDO STS USA INC,60673,274500.14
2009,MARYLAND TRANSIT ADMINISTRATION,BOMBARDIER TRANSPORTATION,60693,1647684.9
2009,STATE HIGHWAY ADMIN,ALPHA SPACE CONTROL CO INC,17222,154280.76
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,ALPHA SPACE CONTROL CO INC,17222,4311.94
2009,STATE HIGHWAY ADMIN,SURFACE PREPARATION TECHOLOGIES INC,17055,484546.06
2009,DEPARTMENT OF GENERAL SERVICES,GANNETT FLEMING INC,27011,59716.46
2009,STATE HIGHWAY ADMIN,GANNETT FLEMING INC,17011,701585.09
2009,MARYLAND TRANSIT ADMINISTRATION,GANNETT FLEMING INC,17011,648962.97
2009,MARYLAND AVIATION ADMINISTRATION,GANNETT FLEMING INC,17011,107392.74
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,GANNETT FLEMING INC,27011,17814.34
2009,DEPARTMENT OF GENERAL SERVICES- CAPITAL,GANNETT FLEMING INC,27011,103852.52
2009,MARYLAND TRANSIT ADMINISTRATION,WABTEC,19175,523855.36
2009,MOTOR VEHICLE ADMINSTRATION,MAHER DUESSEL,15222,174881.75
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,AUTOMATED SECURITY ALERT INC,15120,50696.5
2009,STATE HIGHWAY ADMIN,U S MUNICIPAL SUPPLY INC,16652,83084.77
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,CENTRONIA,20912,78482.58
2009,MARYLAND STADIUM AUTHORITY,WESCO DISTRIBUTION INC,19182,52560.91
2009,MARYLAND PORT ADMINISTRATION,WESCO DISTRIBUTION INC,19182,12015.33
2009,MARYLAND TRANSIT ADMINISTRATION,WESCO DISTRIBUTION INC,21213,789.26
2009,MARYLAND AVIATION ADMINISTRATION,WESCO DISTRIBUTION INC,19182,1320
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WESCO DISTRIBUTION INC,19182,2014.96
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SAVAGE-MINNICH'S PHARMACY,17268,175521.22
2009,DEPARTMENT OF HUMAN RESOURCES,SAVAGE-MINNICH'S PHARMACY,17268,87.78
2009,MARYLAND AVIATION ADMINISTRATION,TRANSCORE LP,31193,145788.77
2009,STATE BOARD OF ELECTIONS,DIGITAL INK INC,17019,606899.45
2009,COMPTROLLER OF MARYLAND,DIGITAL INK INC,17019,90138.56
2009,STATE DEPT OF ASSESSMENTS & TAXATION,DIGITAL INK INC,17019,79556.42
2009,MOTOR VEHICLE ADMINSTRATION,DIGITAL INK INC,17019,234104.57
2009,"DEPARTMENT OF LABOR, LICENSING & REG.",DIGITAL INK INC,17019,13361.79
2009,BALTIMORE CITY COMMUNITY COLLEGE,POCKET NURSE ENTERPRISES INC,60686,3308.79
2009,CAPITAL PROJECTS- UNIVERSITY OF MARYLAND,POCKET NURSE ENTERPRISES INC,15225,47514.38
2009,MARYLAND TRANSIT ADMINISTRATION,GE TRANSPORTATION SYSTEMS GLOBAL SIGNALING LLC,21737,268615.45
2009,DEPARTMENT OF JUVENILE SERVICES,SUMMIT SCHOOL INC,16039,131922.1
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HEART CTR OF SOUTHERN MD,20735,85183.35
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,HEART CTR OF SOUTHERN MD,20735,435
2009,DEPARTMENT OF INFORM TECHNOLOGY - CAP,UNITED RIGGERS INC,15931,2957936
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,MASCARO CONSTRUCTION COMPANY LP,15233,88064.05
2009,DEPARTMENT OF PUBLIC SAFETY -   CAPITAL,MASCARO CONSTRUCTION COMPANY LP,15233,3332228.87
2009,STATE HIGHWAY ADMIN,MEADVILLE LAND SERVICE INC,16335,49462.41
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,QUALITY PLUMBING PARTS INC.,33762,37227.5
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HEALTHCARE DATA COM LLC,17050,323306.74
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EVANGELIN REDD,21208,41181.24
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GIANT FOOD STORE/MARTINS,60674,992867.24
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MILLENNIUM PHARMACY SYSTEMS INC,15090,2124259.27
2009,MARYLAND FOOD CENTER AUTHORITY,TRAC,17033,26947.5
2009,MARYLAND STATE POLICE,CYBERGENETICS CORP,15241,138000
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,ZENTMEYER PAPER SALES COMPANY,17055,184057.95
2009,GOVERNOR'S OFFICE FOR CHILDREN,PHILLIPS GROUP OF MD LLC,17106,1409.95
2009,MOTOR VEHICLE ADMINSTRATION,PHILLIPS GROUP OF MD LLC,17106,26759.48
2009,DEPARTMENT OF NATURAL RESOURCES,PHILLIPS GROUP OF MD LLC,17106,5411.67
2009,BALTIMORE CITY COMMUNITY COLLEGE,PHILLIPS GROUP OF MD LLC,17106,4700
2009,STATE HIGHWAY ADMIN,NORTHEAST ENG/GANNETT FLEMING,21215,101764.01
2009,DEPARTMENT OF HUMAN RESOURCES,"SAFE HEALING, INC.",21207,130566.87
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,JUNGHO SHIM MD,20850,80645.8
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,JUNGHO SHIM MD,20850,15
2009,DEPARTMENT OF NATURAL RESOURCES,LAUREL HILL TROUT FARM INC,15557,85100
2009,DEPARTMENT OF HUMAN RESOURCES,RESPONSE SENIOR CARE,21401,60465
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,ALVEREST LLC,22033,150255
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ISHTIAQ MALIK MD,20866,26493.53
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,HEAVEN'S LITTLE CHILDREN DAYCARE,21851,27705.93
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,NANCY NEUREN KATOR MD,20854,269125.59
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,AMICI'S ORTHO AND PROSTHETICS INC,21047,27979.09
2009,MARYLAND PUBLIC TELEVISION,FABLEVISION,02210,214784.57
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,FERNANDAS CHILD CARE DEVELOP CTR,21085,35398.69
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GOPAL B REDDY MD PC,22116,54145.52
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FRIENDSHIP ADULT DAY CENTER,21237,740011.41
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,FRIENDSHIP ADULT DAY CENTER,21237,49471.58
2009,MD DEPARTMENT OF PLANNING,GREATER BALTIMORE CULTURAL ALLIANCE,21201,18000
2009,DEPT OF BUSINESS & ECONOMIC DEVELOPMENT,GREATER BALTIMORE CULTURAL ALLIANCE,21201,165881
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MARYLAND COMM CONNECTION,20785,645446.55
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,MARYLAND COMM CONNECTION,20785,1330
