,Year,Agency Name,Vendor Name,Vendor Zip,Amount
40269,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SYED A SADIQ MD,20708,19666193
40270,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LINDA GRIER,21206,32790109
40273,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HARVEY LEVY,21702,271755120
40279,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,RAJ K CHAWLA MD,21037,5664684
40283,2010,DEPARTMENT OF HUMAN RESOURCES,PURCELL BAILEY JR,21075,501543299
40285,2010,MARYLAND PUBLIC TELEVISION,LUDWIG DAVIDSBURG,21108,103560641
40286,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,MARK L PARIS PH D,22039,58719
40289,2010,OFFICE OF THE PUBLIC DEFENDER,MICHAEL J O'CONNELL PHD,21042,257561686
40291,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DANG C BUI MD,20903,9475128
40294,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,NORMA BRADSHAW,21226,14362267
40297,2010,MD DEPARTMENT OF AGRICULTURE,JOEL P FIELDS,20622,4659272
40301,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,JESUS H TAN MD,21532,11598768
40302,2010,STATE HIGHWAY ADMIN,PB AMERICAS INC,10249,5886851
40304,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,KELLY ZINNA,20879,29204244
40306,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,CASE PAPER,07188,5228199
40307,2010,STATE TREASURER'S OFFICE,ALL POINTS PUBLIC FUNDING LLC,11747,127973
40308,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,CHEMTICK,11802,1183206
40312,2010,STATE HIGHWAY ADMIN,GREENMAN PEDERSEN INC,20701,8285500
40315,2010,MARYLAND TRANSIT ADMINISTRATION,JAMAICA BEARING,11040,180452
40316,2010,MARYLAND PUBLIC TELEVISION,BLACKBAUD INC,02138,203318
40319,2010,MARYLAND STATE POLICE,NAASCO NORTHEAST CORP,11967,37403
40321,2010,DEPARTMENT OF INFORMATION TECHNOLOGY,MAXI AIDS INC,11735,109045
40323,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,METROPOLITAN CARDIOVASCULAR CONSULT,20725,149389
40324,2010,MARYLAND TRANSIT ADMINISTRATION,CLEVER DEVICES LTD,11803,746483
40325,2010,MARYLAND STATE POLICE,AVIATION AVIONICS & INSTRUMENTS CO,11520,48386
40328,2010,MOTOR VEHICLE ADMINSTRATION,DAH CONSULTING INC.,10005,144537
40330,2010,MARYLAND TRANSIT ADMINISTRATION,TRANSTECHNIK CORP USA,30107,57065
40332,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,"EXPEDITE VIDEO CONFERENCING SERVICES,INC",11801,135684
40342,2010,MARYLAND PUBLIC TELEVISION,RESOLUTION PICTURES,18051,173874
40343,2010,CAPITAL PROJECTS- UNIVERSITY OF MARYLAND,HORIZON ENGINEERING ASSOCIATES,10004,64933
40346,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,MARYLAND ONCOLOGY  HEMATOLOGY PA,21044,58977128
40347,2010,DEPARTMENT OF HUMAN RESOURCES,PHOENIX HOMES INC,45833,1300883
40348,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PRECISION IMAGING LLC,21279,6048096
40352,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WILFREDA J CRUZ,21114,7469893
40353,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,THE KID'S CORNER,20748,13399252
40360,2010,DEPARTMENT OF GENERAL SERVICES,AMERI-KLEAN DBA MULTICORP,21158,15709389
40364,2010,STATE HIGHWAY ADMIN,RUSSELL BROTHERS LLC,20660,82710
40366,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EPEOPLE HEALTHCARE INC.,15143,211549
40367,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PAUL R JOHNSON MD FACS PC,21620,65640109
40371,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MARELAINE INC DBA INDEPENDENT DRUG,21220,17232936
40374,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HEALTHSTAR PHARMACY INC,01240,45250
40376,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CRISFIELD DISCOUNT PHARMACY,21817,7688990
40377,2010,STATE HIGHWAY ADMIN,EXECUTIVE LANDSCAPING LLC,21014,304578170
40386,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MARCY GRAHAM,20657,576041
40389,2010,DEPARTMENT OF JUVENILE SERVICES,ROBERT SCHWEBEL DBA VIVA PRESS,85732,3214760
40407,2010,PUBLIC SERVICE COMMISSION,IBM CORP,15264,18181525
40429,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,MAHARAM,11788,155786
40438,2010,WORKERS' COMPENSATION COMMISSION,TEN EAST BALTIMORE BUSINESS TRUST,19102,1266741
40477,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,GOULD PAPER CORPORATION,60674,23497189
40482,2010,DEPARTMENT OF HUMAN RESOURCES,NORTHEAST FOOD PANTRY,21214,13841605
40483,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,NORTHEAST FOOD PANTRY,21297,253583537
40489,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,SCHOLASTIC INC,65102,60629
40491,2010,STATE HIGHWAY ADMIN,HARDESTY & HANOVER LLP,10036,339228
40492,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,"COTSEOLD INDUSTRIES, INC",10016,388777
40493,2010,STATE HIGHWAY ADMIN,THE GREAT A&P TEA CO INC,07195,385
40494,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,THE GREAT A&P TEA CO INC,07189,1461536
40497,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,KONICA MINOLTA BUS.SOLUTIONS,53201,187417
40500,2010,DEPARTMENT OF HUMAN RESOURCES,ELSEVIER SCIENCE BV,63043,970
40502,2010,MARYLAND STADIUM AUTHORITY,MOODYS INVESTORS SERVICE INC,30368,36754787
40534,2010,MDOT THE SECRETARY'S OFFICE,STV INC,19518,3087513
40537,2010,STATE HIGHWAY ADMIN,ALLEGHENY POWER,15601,6813417
40539,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ALLEGHENY POWER,15606,2530474
40544,2010,COMPTROLLER OF MARYLAND,ACS,75320,70224633
40557,2010,MARYLAND SCHOOL FOR THE DEAF,BARNES AND NOBLE BOOKSTORE,75395,922223
40558,2010,MDOT THE SECRETARY'S OFFICE,DEPOSITORY TRUST COMPANY,10041,872461219
40572,2010,EXECUTIVE DEPT OFFICE OF THE GOVERNOR,WORKMAN PUBLISHING CO,10014,30244
40582,2010,STATE HIGHWAY ADMIN,EMPIRE LANDSCAPING,14226,649008
40583,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,AMERICAN BANK NOTE CO,19053,49859
40584,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,ARC-COM FABRICS INC,10962,88487
40629,2010,MARYLAND PORT ADMINISTRATION,"SIEMENS INDUSTRY, INC.",30328,5000
40632,2010,MD INST EMERG MEDICAL SERVICE SYSTEMS,B & H PHOTO VIDEO PRO AUDIO,10001,31641
40638,2010,DEPARTMENT OF INFORMATION TECHNOLOGY,INFORMATION BUILDERS INC,10121,1704002
40648,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ENTERPRISE,21922,5636744
40654,2010,COMPTROLLER OF MARYLAND,C A INC,11749,2077469
40657,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LIPPINCOTT WILLIAMS & WILKINS,21741,179947671
40658,2010,MARYLAND TRANSIT ADMINISTRATION,PARSONS BRINCKERHOFF CONSTRUCTION SERVICES INC,10119,635146
40660,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,CHILD TRENDS INC,20008,314180
40661,2010,MARYLAND TRANSIT ADMINISTRATION,HERTZ CLAIM MANAGMENT CORPOR  ATION,07656,944477
40674,2010,MARYLAND STATE POLICE,AMERICAN EXPRESS,33336,55
40675,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,"FOX-RICH TEXTILES, INC.",06877,38410
40677,2010,OFFICE OF THE PUBLIC DEFENDER,J 4 P ASSOCIATES,08402,2951052
40680,2010,OFFICE OF THE ATTORNEY GENERAL,AT&T,07101,1647160
40681,2010,SUBSEQUENT INJURY FUND,AT&T,60197,5106800
40683,2010,MARYLAND FOOD CENTER AUTHORITY,AT&T,85062,2871
40684,2010,MILITARY DEPARTMENT,AT&T,30348,459382
40701,2010,"DEPARTMENT OF LABOR, LICENSING & REG.",NASBA INC,37219,955122
40702,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,"RAYTEX FABRICS, INC",11797,61751
40703,2010,STATE HIGHWAY ADMIN,ELITE MEDICAL PRODUCTS,08872,86540
40709,2010,DEPT OF BUSINESS & ECONOMIC DEVELOPMENT,CCH INCORPORATED,60646,4939
40715,2010,BOARDS COMMISSIONS & OFFICES,TEACH FOR AMERICA,10018,234947
40716,2010,MARYLAND TRANSIT ADMINISTRATION,"CAPTECH, INC",10801,51935
40718,2010,DEPARTMENT OF PUBLIC SAFETY -   CAPITAL,CARJEN FENCE NO 1 CORP,10566,197026
40724,2010,STATE HIGHWAY ADMIN,NAND'S TRUCKING,20876,6740972
40725,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MASSIATA GBANE,20720,2353533
40735,2010,DEPARTMENT OF HUMAN RESOURCES,DIXIE LAND OIL LLC,21911,6857983
40737,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,180 MEDICAL INC,73137,39548
40742,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,KLIENS EDUCATIONAL AND HLTH SRVCS,20904,101778762
40743,2010,DEPARTMENT OF HUMAN RESOURCES,KLIENS EDUCATIONAL AND HLTH SRVCS,20011,1259979
40744,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MICHAEL N BAAKO MD,20914,3838557
40745,2010,MARYLAND STATE POLICE,AMERICAN EUROCOPTER LLC,75397,2552525
40751,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SENIOR'S PLACE,20740,7317930
40755,2010,STATE HIGHWAY ADMIN,CRAWFORD TRUCKING COMPANY LLC,19945,27482
40762,2010,MOTOR VEHICLE ADMINSTRATION,BELVEDERE CLEANING SOLUTION,20623,189532
40766,2010,OFFICE OF THE ATTORNEY GENERAL,AT&T TELECONFERENCE SERVICES,68103,5000096
40791,2010,"DEPARTMENT OF LABOR, LICENSING & REG.",AT&T TELECONFERENCE SERVICES,40290,143379
40797,2010,MARYLAND TRANSIT ADMINISTRATION,ELLCON NAT'L INC,29604,84525
40798,2010,STATE TREASURER'S OFFICE,J P MORGAN INVESTMENT MANAGEMENT INC,10167,1654790
40803,2010,DEPARTMENT OF GENERAL SERVICES- CAPITAL,INGERSOLL RAND COMPANY,60675,2699798
40804,2010,MARYLAND STADIUM AUTHORITY,THE BANK OF NEW YORK,07424,14310827
40818,2010,DEPARTMENT OF HUMAN RESOURCES,ALLEGHENY POWER,15644,10787974
40827,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,WILLIAM H SADLIER INC,14240,265567
40835,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,"J. WEINSTEIN & SONS, INC",33309,199807
40838,2010,MARYLAND AVIATION ADMINISTRATION,AECOM USA INC,10158,181118
40855,2010,MD INST EMERG MEDICAL SERVICE SYSTEMS,POSTMASTER,21536,5832543
40857,2010,DEPARTMENT OF NATURAL RESOURCES,POSTMASTER,21233,2634106
40867,2010,STATE DEPT OF ASSESSMENTS & TAXATION,POSTMASTER BALTO CITY,19720,4052233
40871,2010,MARYLAND AVIATION ADMINISTRATION,POSTMASTER BALTO CITY,21240,20000
40876,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,POSTMASTER BALTO CITY,21282,1120713
40878,2010,MARYLAND PUBLIC TELEVISION,POSTMASTER BALTO CITY,21009,3650972
40880,2010,MARYLAND SCHOOL FOR THE DEAF,POSTMASTER BALTO CITY,21705,14113886
40884,2010,DEPARTMENT OF JUVENILE SERVICES,POSTMASTER BALTO CITY,22102,1286387
40888,2010,DEPARTMENT OF NATURAL RESOURCES,ATLANTIC STATES MARINE FI,20005,1823030
40890,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,"SHERMAN PH D, WILLIAM A",20636,6117156
40941,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SANYO NORTH AMERICA CORP.,60191,75303
40945,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,ALL STATE DISTRIBUTORS NORTHEAST INC,10941,43478
40957,2010,MARYLAND TRANSIT ADMINISTRATION,PREVOST CAR (US) INC,60121,215855
40958,2010,CAPITAL PROJECTS- UNIVERSITY OF MARYLAND,EINHORN YAFFEE PRESCOTT,12201,742463
40964,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,HABITAT FOR HUMANITY/RESTORE,20688,3680700
40966,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GREAT GOURMET INC,21632,6082077
40973,2010,STATE HIGHWAY ADMIN,REMAC AMERICA INC,20854,9594550
40974,2010,BOARDS COMMISSIONS & OFFICES,MONTGOMERY CO COLLABORATION COUNCIL FOR CHILDREN,20855,9776864
40983,2010,MARYLAND STADIUM AUTHORITY,UNISOURCE SERVICES LLC,20848,253097
40999,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LAWRENCE P SHOMBERT MD,32886,3644893
41003,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,NY ST DEPT OF TAX & FIN,12235,250
41004,2010,MARYLAND HIGHER EDUCATION COMMISSION,NY ST DEPT OF TAX & FIN,13820,600
41007,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SANDRA GARBELY KERKOVICH,21813,322019
41018,2010,DEPARTMENT OF HUMAN RESOURCES,THE CATHOLIC UNIVERSITY OF AMERICA,20064,64965
41019,2010,DEPARTMENT OF HUMAN RESOURCES,LANNING E MOLDAUER,21921,149753389
41020,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,LANNING E MOLDAUER,20015,310432
41021,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,M EDUARDO BRAVO M D,20886,5037559
41039,2010,COMPTROLLER OF MARYLAND,THE DAILY TIMES,75267,251725
41060,2010,MARYLAND STADIUM AUTHORITY,XEROX CORPORATION,60680,4365034
41092,2010,COMPTROLLER OF MARYLAND,M&T BANK,14267,5268401
41093,2010,STATE TREASURER'S OFFICE,M&T BANK,14692,5330534
41104,2010,REDEMPTION AND INTEREST ON STATE BONDS,M&T BANK,14203,67325915
41105,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,ROCHESTER INST OF TECHNOLOGY,14623,219062
41107,2010,MARYLAND ENVIRONMENTAL SERVICES-CAPITAL,HATCH MOTT MACDONALD,19175,18306003
41114,2010,MARYLAND TRANSIT ADMINISTRATION,ADI ACORN DEVELOPMENT INC/D RAMSEY ODUWA,12212,151186
41118,2010,OFFICE OF THE STATE PROSECUTOR,VERIZON SELECT SERVICES INC,75266,34478475
41122,2010,BOARDS COMMISSIONS & OFFICES,VERIZON SELECT SERVICES INC,08650,930029
41147,2010,MARYLAND AVIATION ADMINISTRATION,VERIZON SELECT SERVICES INC,75265,5844717
41165,2010,MARYLAND AVIATION ADMINISTRATION,ASCENT AVIATION GROUP INC,13131,1807023
41169,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,COUNTRY VILLAGE,14604,3847223
41170,2010,STATE HIGHWAY ADMIN,SCOTT LAWN YARD,14132,557850
41171,2010,MARYLAND TRANSIT ADMINISTRATION,ADVANCED TRANSIT MANUFACTURING,14823,57493
41175,2010,DEPARTMENT OF HUMAN RESOURCES,SIVIC SOLUTIONS GROUP LLC,13413,39716
41181,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CENTER FOR AUTISM SUPPORT & TRAINING LLC,20905,1350457
41182,2010,STATE HIGHWAY ADMIN,FAWN VIEW CONSTRUCTION INC,17321,62262
41190,2010,STATE HIGHWAY ADMIN,ARDENT COMPANY LLC,22101,4273162
41194,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MT TOP NURSING AGENCY,21543,116884
41196,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,POSITIVE TRANSITIONS LLC,21501,35681760
41200,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SHERRY OSHELL,21541,4465134
41201,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BRAJENDRA NATH MISRA MD,20770,1020887341
41203,2010,MOTOR VEHICLE ADMINSTRATION,MARY ANNE SCOTTINO,20723,3594121
41206,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,KEVIN K BUDNEY,17363,672311
41207,2010,DEPARTMENT OF NATURAL RESOURCES,JOHN F MACIELAG,21661,308218
41209,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,PAUL F KRADEL,25443,59245
41210,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BRENDA M CORBETT,20784,6552140
41214,2010,COMPTROLLER OF MARYLAND,ALICE COLLINS KEEBLE OSGOOD,21654,1153375
41215,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CLARA FITZWATER,21550,70668498
41218,2010,DEPARTMENT OF NATURAL RESOURCES,NORTH BAY,21901,16648768
41222,2010,STATE HIGHWAY ADMIN,ALENT TECHNOLOGIES LLC,20882,1200859
41229,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FINKSBURG PHARMACY,21048,14467851
41231,2010,MARYLAND DEPT. OF VETERANS AFFAIRS,SOUTHERN MARYLAND CABLE INC,20779,112303
41235,2010,DEPARTMENT OF GENERAL SERVICES,ACCLAIM USA INC,20773,342751
41245,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,POAH WASHINGTON GARDENS LLC,64111,636405
41247,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,KLEINS PHARMACY OF CARDIFF,21050,8221497
41248,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,THOMAS J ANTHONY MD,21263,222047771
41249,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,THOMAS J ANTHONY MD,20902,17223579
41252,2010,STATE HIGHWAY ADMIN,JACOBS CIVIL/KCI TECHNOLOGIES,63102,2942006
41253,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,EMRA SERVICES,33139,32169
41254,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LAKE SIDE MEDICAL GROUP,20715,12916190
41256,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"FREE & CLEAR, INC",98104,1157988
41259,2010,OFFICE OF THE ATTORNEY GENERAL,BURRELLES LUCE,07039,32930
41270,2010,MOTOR VEHICLE ADMINSTRATION,MCCABE & ASSOCIATES INC,02920,36372
41274,2010,OFFICE OF THE ATTORNEY GENERAL,KNOT TECHNOLOGY SOLUTIONS,20733,1516312
41294,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GREEN VALLEY PHARMACY,21770,337286
41301,2010,DEPARTMENT OF GENERAL SERVICES,CONDITIONED AIR SYSTEMS INC,21704,5649793
41306,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MANCHESTER PHARMACY INC,21102,4085151
41311,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,TURNER STATION APARTMENTS,20704,1387364
41314,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ALLEGANY IMAGING PC,15501,420880
41318,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CHILDREN ACHIEVING MAXI POTENTIAL,20148,2058165
41327,2010,MARYLAND STATE LOTTERY AGENCY,SCHAFER SYSTEM INC,50002,184960
41328,2010,MARYLAND STATE POLICE,MOLECULAR MACHINES & INDUSTRIES INC,48840,184185
41343,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ADVANCED SURGERY CENTER-ROCKVILLE,11555,71153
41344,2010,DEPARTMENT OF HUMAN RESOURCES,"CHARI, CHITRA R",20817,6090866
41366,2010,MARYLAND PUBLIC TELEVISION,"BARBACOA, INC",02539,63306
41377,2010,MARYLAND AVIATION ADMINISTRATION,"FAITH GROUP, LLC",63132,272134
41380,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CAP PHARMACY LLC,06023,50306
41381,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PRIMEDOC OF FREDERICK PA,28802,119979
41383,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GREENBELT CT IMAGING CTR LLC,20827,492989
41401,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GHANSHYAM GUPTA MD PC,20859,497944
41404,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WASH CARDIO THOR SURG ASSOC PLLC,20875,1313697
41405,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,WASH CARDIO THOR SURG ASSOC PLLC,20037,114929
41411,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,B C BRANCHWOOD LLC,02110,1414362
41412,2010,DEPARTMENT OF HUMAN RESOURCES,EASTERN BAY INVESTMENTS,21153,11527404
41414,2010,STATE HIGHWAY ADMIN,HAZLEHURST LLC,20659,862993
41416,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ABILITY PROSTHETICS & ORTHOTICS INC,17325,199788
41418,2010,STATE HIGHWAY ADMIN,ASHLEY'S MOWING INC,21849,110546
41419,2010,STATE HIGHWAY ADMIN,CHAVIS ENTERPRISES LLC,21084,963729
41420,2010,STATE HIGHWAY ADMIN,WA MATTHEWS CONSTRUCTION INC.,21120,541249
41427,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FOUNDATION CARE LLC,63045,253604
41439,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LORIEN TANEYTOWN INC,21787,4418774
41442,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,RADHEY S MURARKA MD PC,20818,53381
41444,2010,DEPARTMENT OF THE ENVIRONMENT,MEASUREMENT TECHNOLOGY LABORATORIES,55437,331379
41451,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ZOLL LIFECOR CORPORATION,15238,98665
41456,2010,MD INST EMERG MEDICAL SERVICE SYSTEMS,"KC ENTERPRISE SYTEMS, LLC",21666,1439411
41464,2010,STATE HIGHWAY ADMIN,C J MILLER LLC,21074,3211479
41466,2010,DEPARTMENT OF HUMAN RESOURCES,COUNTY DRUG,20646,241588877
41467,2010,MARYLAND TRANSIT ADMINISTRATION,TCB INDUSTRIES INC,46516,151756
41471,2010,STATE HIGHWAY ADMIN,WEST SIDE SERVICES INC,15558,62186
41476,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,INTERNAL MEDICINE PHYSICIANS PA,20841,254485
41482,2010,COMPTROLLER OF MARYLAND,SAGE POLICY GROUP INC,21231,45170861
41484,2010,MARYLAND PUBLIC TELEVISION,LOVE OF LIBERTY LLC,91316,2326285
41487,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,WELLSPRING FAMILY MEDICINE,21520,1333721
41488,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DECK LLC,21663,1372258
41532,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,K C CLINICAL SERVICES,17236,41720
41560,2010,MARYLAND STADIUM AUTHORITY,ATLANTIC TRACTOR LLC,21160,1226903
41561,2010,MARYLAND DEPT. OF VETERANS AFFAIRS,ATLANTIC TRACTOR LLC,21631,858942
41563,2010,MARYLAND PORT ADMINISTRATION,ATLANTIC TRACTOR LLC,21913,29503
41567,2010,MD INST EMERG MEDICAL SERVICE SYSTEMS,GLOBAL EMERGENCY RESOURCES,30909,100000
41569,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,HOME PARTNERSHIP OF CECIL CO INC,21085,1950305
41574,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,INLAND US MANAGEMENT,60523,735538
41596,2010,DEPARTMENT OF HUMAN RESOURCES,ANNAPOLIS ONCOLOGY CENTER,21617,51431319
41602,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,REGENCY ALF LLC,21054,234004
41611,2010,MD DEPARTMENT OF PLANNING,THE RACKLIFFE HOUSE TRUST,21811,11780744
41614,2010,STATE HIGHWAY ADMIN,RONNIE'S LLC,19969,27335
41615,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ST PATRICK HOMES INC.,21012,48486409
41627,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MOORE MEDICAL CORP,06050,61180
41634,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,MELISA DINEEN CHESTER,21212,133389407
41636,2010,STATE HIGHWAY ADMIN,EGYPT FARMS INC,21162,1074232
41641,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,OPEN MRI & IMAGING CTR-ELKTON LLC,17604,470964
41655,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,OSLER INPATIENT SERVICE,19101,116852466
41661,2010,STATE HIGHWAY ADMIN,HUFFER TRUCKING & BULK SVCS LL,21769,10272242
41662,2010,MILITARY DEPARTMENT,FULL-BRITE CLEANING SVC INC,20898,850072
41672,2010,DEPARTMENT OF HUMAN RESOURCES,A-1 BUILDING MAINTENANCE,27611,42200
41673,2010,STATE HIGHWAY ADMIN,K & T DYSON TRUCKING LLC,20634,380690
41677,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,FCM-MTC JOINT VENTURE LLC,84014,8975067
41683,2010,STATE HIGHWAY ADMIN,J BROWNE EXCAVATING LLC,20692,27162
41690,2010,BOARDS COMMISSIONS & OFFICES,COMMUNITY ADVOCTAES FOR FAMILY & YOUTH INC,20791,1594102
41702,2010,DEPARTMENT OF HUMAN RESOURCES,MID ATLANTIC YOUTH SERVICES-LUZERNE CO. JUV CTR,18640,44590
41703,2010,DEPARTMENT OF JUVENILE SERVICES,MID ATLANTIC YOUTH SERVICES-LUZERNE CO. JUV CTR,16373,1718595
41704,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,ARDENTLY GREEN SERVICES,20166,10697347
41721,2010,MARYLAND STADIUM AUTHORITY,VIP SPECIAL SERVICES LLC,07052,44212
41726,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,DAY STAR KIDDIES' CARE,20722,3755006
41731,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,MHM MARYLAND INC,22182,13957234
41745,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,WALTER P CARTER CHILD CARE CENTER,20772,105502229
41750,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DIETICIANS ON DEMAND LLC,23242,33508
41754,2010,DEPARTMENT OF HUMAN RESOURCES,"GREAT ESTEEM, INC.",21113,9308210
41762,2010,MARYLAND PUBLIC TELEVISION,"BARBACOA, INC",33133,100000
41767,2010,STATE HIGHWAY ADMIN,FIRST CHOICE CONCRETE INC,21919,59707
41769,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,TTI MOBILITY PRODUCTS,21826,11431656
41774,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PROMOD K DUGGAL MD PC,20768,140624
41778,2010,STATE HIGHWAY ADMIN,G & S LAWN CARE LLC,21132,103290
41779,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,RPHC LLC,21750,1272637
