,Year,Agency Name,Vendor Name,Vendor Zip,Amount
20154,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DANG C BUI MD,20903,12903920
20155,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,NORMA BRADSHAW,21226,8196558
20171,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,JESUS H TAN MD,21532,15015758
20172,2009,STATE HIGHWAY ADMIN,PB AMERICAS INC,10249,5815514
20175,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,NORTH SHORE UNIV HOSP,11030,344803
20176,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,KELLY ZINNA,20879,36931871
20178,2009,STATE TREASURER'S OFFICE,ALL POINTS PUBLIC FUNDING LLC,11747,285757
20179,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,CHEMTICK,11802,2382968
20180,2009,STATE HIGHWAY ADMIN,GREENMAN PEDERSEN INC,20701,19052103
20187,2009,MARYLAND TRANSIT ADMINISTRATION,JAMAICA BEARING,11040,69591
20188,2009,MARYLAND PUBLIC TELEVISION,TARGET SOFTWARE A BLACKBAUD COMPANY,02138,102931
20191,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,HUMANSCALE CORPORATION,07101,1914203
20192,2009,DEPARTMENT OF INFORMATION TECHNOLOGY,HEAR-MORE INC,11735,52636
20195,2009,MARYLAND TRANSIT ADMINISTRATION,CLEVER DEVICES LTD,11803,733282
20196,2009,MARYLAND STATE POLICE,AVIATION AVIONICS & INSTRUMENTS CO,11520,50534
20197,2009,MARYLAND TRANSIT ADMINISTRATION,ALSTOM TRANSPORTATION INC,14843,483350
20198,2009,MARYLAND TRANSIT ADMINISTRATION,K L D LABS INC,11746,118248
20204,2009,MOTOR VEHICLE ADMINSTRATION,DAH CONSULTING INC.,10005,327311
20206,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,NETSMART NEW YORK INC,11739,435848
20207,2009,MARYLAND TRANSIT ADMINISTRATION,TRANSTECHNIK CORP USA,30107,69372
20213,2009,MARYLAND PUBLIC TELEVISION,RESOLUTION PICTURES,18051,135587
20215,2009,MARYLAND TRANSIT ADMINISTRATION,ABT PRODUCTS & SERVICES,11743,100225
20217,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,MARYLAND ONCOLOGY  HEMATOLOGY PA,21044,91944063
20218,2009,DEPARTMENT OF HUMAN RESOURCES,PHOENIX HOMES INC,45833,366705
20221,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MEZGEBE HAILE MD,20770,1022480432
20223,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WILFREDA J CRUZ,21114,10364272
20224,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,THE KID'S CORNER,20748,13205555
20237,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SUZANNE RINDFLEISCH DO & ASSOCS PA,21157,210629061
20240,2009,STATE HIGHWAY ADMIN,RUSSELL BROTHERS LLC,20660,32950
20242,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EPEOPLE HEALTHCARE INC.,15143,74835
20243,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PAUL R JOHNSON MD FACS PC,21620,64473550
20246,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,INDEPENDENT DRUG,21220,14049864
20247,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,TRUSTWORTHY HEALTHCARE RESOURCES,20705,40207571
20250,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CRISFIELD DISCOUNT PHARM,21817,7538509
20254,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DES-MET CONSTRUCTION LLC,21120,121991
20257,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MARCY GRAHAM,20657,661344
20261,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ANEES AHSAN M D,20912,12791614
20263,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,YAHAIRA CHEVALIER,20737,13986644
20267,2009,OFFICE OF THE PUBLIC DEFENDER,BARBARA M DELUTY,21043,47362181
20270,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,JOY GRABENSTEIN,26719,34585
20327,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,MAHARAM,11788,110314
20329,2009,EXECUTIVE DEPT OFFICE OF THE GOVERNOR,PLATTS,51591,40
20342,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HARCOURT ASSESSMENT,60132,7292200
20347,2009,WORKERS' COMPENSATION COMMISSION,TEN EAST BALTIMORE BUSINESS TRUST,19102,1021681
20383,2009,DEPT OF BUSINESS & ECONOMIC DEVELOPMENT,MEAD WESTVACO,21540,50000
20385,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,WALMART COMMUNITY,60680,2406129
20387,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,THE COLLEGE BOARD MSRO,10023,370892
20388,2009,MARYLAND HIGHER EDUCATION COMMISSION,THE COLLEGE BOARD MSRO,10101,5000
20390,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,THE NEW YORK HOSPITAL,10021,182646
20391,2009,PUBLIC SERVICE COMMISSION,KAYE SCHOLER LLP,20005,3840848
20392,2009,DEPARTMENT OF HUMAN RESOURCES,NORTHEAST FOOD PANTRY,21214,10818168
20393,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,NORTHEAST FOOD PANTRY,21263,175401034
20394,2009,MILITARY DEPARTMENT,SUBUBAN PROPANE,20678,132694819
20400,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SCHOLASTIC INC,65102,94558
20404,2009,STATE HIGHWAY ADMIN,HARDESTY & HANOVER LLP,10036,55562
20405,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,"COTSEOLD INDUSTRIES, INC",11555,605183
20410,2009,DEPARTMENT OF HUMAN RESOURCES,KONICA MINOLTA BUSINESS SOLUTIONS,53201,77219
20414,2009,MARYLAND INSURANCE ADMINISTRATION,ELSEVIER SCIENCE BV,63146,547753
20415,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ELSEVIER SCIENCE BV,19171,92365
20418,2009,MARYLAND STADIUM AUTHORITY,MOODYS INVESTORS SERVICE INC,30368,34435498
20420,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,DESIGNTEX INC,60675,2506980
20433,2009,STATE HIGHWAY ADMIN,SHARP ELECTRONICS CORP,19101,129982240
20449,2009,STATE HIGHWAY ADMIN,STV INC,19518,3284225
20452,2009,COMPTROLLER OF MARYLAND,ALLEGHENY ENERGY INC,15601,1797026
20455,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ALLEGHENY ENERGY INC,15606,2761572
20459,2009,STATE HIGHWAY ADMIN,ACS,75320,73854985
20470,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,WOR WIC BOOKSTORE,20742,28634
20471,2009,MDOT THE SECRETARY'S OFFICE,DEPOSITORY TRUST COMPANY,10041,770748514
20482,2009,DEPARTMENT OF GENERAL SERVICES- CAPITAL,BEYER BLINDER BELLE ARCHITECTS & PLANNERS LLC,20007,962230
20483,2009,DEPT OF BUSINESS & ECONOMIC DEVELOPMENT,MORGAN STANLEY & CO INC,10004,2691520
20486,2009,MARYLAND STATE RETIREMENT AGENCY,CANON BUSINESS SOLUTIONS,60197,5303717
20494,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,ARC-COM FABRICS INC,10962,27713
20543,2009,MARYLAND STADIUM AUTHORITY,B & H PHOTO VIDEO PRO AUDIO,10001,220353
20552,2009,DEPARTMENT OF INFORMATION TECHNOLOGY,INFORMATION BUILDERS INC,10121,1538870
20563,2009,MD DEPARTMENT OF AGRICULTURE,CHESAPEAKE PUBLISHING CORP,21922,8660347
20571,2009,COMPTROLLER OF MARYLAND,C A INC,11749,2100088
20576,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LIPPINCOTT WILLIAMS & WILKINS,21741,177418735
20578,2009,COMPTROLLER OF MARYLAND,CITICORP,33610,245217
20579,2009,MARYLAND TRANSIT ADMINISTRATION,PARSONS BRINCKERHOFF CONSTRUCTION SERVICES INC,10119,1159488
20581,2009,MARYLAND TRANSIT ADMINISTRATION,HERTZ CLAIM MANAGMENT CORPOR  ATION,07656,863605
20584,2009,SECRETARY OF THE STATE,AMERICAN EXPRESS,85072,480982
20594,2009,MARYLAND STATE POLICE,AMERICAN EXPRESS,33336,55
20595,2009,STATE HIGHWAY ADMIN,MERRILL LYNCH,21705,19128517
20598,2009,OFFICE OF THE PUBLIC DEFENDER,J 4 P ASSOCIATES,08402,2982455
20601,2009,STATE TREASURER'S OFFICE,CITIMORTGAGE INC,10528,1367034
20602,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,CITIMORTGAGE INC,63368,5000
20607,2009,MARYLAND STADIUM AUTHORITY,AT&T,85062,432727
20622,2009,MARYLAND STATE POLICE,ELI B. SILVERMAN,10901,90072
20626,2009,MOTOR VEHICLE ADMINSTRATION,NITTANY VALLEY OFFSET,16801,114344
20632,2009,"DEPARTMENT OF LABOR, LICENSING & REG.",NASBA INC,37219,646944
20633,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,"RAYTEX FABRICS, INC",11797,99688
20634,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"ELITE MEDICAL PRODUCTS, INC.",08872,55983
20645,2009,BOARDS COMMISSIONS & OFFICES,TEACH FOR AMERICA,10018,318177
20647,2009,MARYLAND TRANSIT ADMINISTRATION,"CAPTECH, INC",10801,51545
20652,2009,STATE HIGHWAY ADMIN,NAND'S TRUCKING,20876,4411845
20653,2009,MARYLAND AVIATION ADMINISTRATION,SIMAT HELLIESEN & EICHNER INC,10016,533774
20662,2009,MARYLAND STATE POLICE,FLIGHTSAFETY INTERNATIONAL,28275,189317
20665,2009,COMPTROLLER OF MARYLAND,PEPSI BOTTLING GROUP,10589,7460
20666,2009,DEPARTMENT OF NATURAL RESOURCES,PEPSI BOTTLING GROUP,21795,6114552
20670,2009,DEPARTMENT OF HUMAN RESOURCES,DIXIE LAND OIL LLC,21911,5349032
20672,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,180 MEDICAL INC,73137,48512
20673,2009,MARYLAND STATE RETIREMENT AGENCY,CHEIRON INC,20195,398562
20675,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,KLIENS EDUCATIONAL AND HLTH SRVCS,20904,100529904
20677,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MICHAEL N BAAKO MD,20914,4656324
20680,2009,MARYLAND STATE POLICE,AMERICAN EUROCOPTER LLC,75397,1766517
20681,2009,MILITARY DEPARTMENT,FRESH AIR CONCEPTS,20794,10533758
20686,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SENIOR'S PLACE,20740,8383917
20688,2009,MARYLAND TRANSIT ADMINISTRATION,CENTURY ENGINEERING/DELON HAMPTON/SITE-BLAUVELT JV,21031,30430914
20694,2009,OFFICE OF THE PUBLIC DEFENDER,MICROGRAPHIC COMMUNICATIONS INC,20874,5251090
20701,2009,OFFICE OF THE ATTORNEY GENERAL,AT&T TELECONFERENCE SERVICES,68103,4111940
20710,2009,MD DEPARTMENT OF PLANNING,AT&T TELECONFERENCE SERVICES,07921,10736
20721,2009,MARYLAND TRANSIT ADMINISTRATION,AT&T TELECONFERENCE SERVICES,98073,472196
20734,2009,MARYLAND TRANSIT ADMINISTRATION,ELLCON NAT'L INC,29604,68751
20736,2009,STATE TREASURER'S OFFICE,J P MORGAN INVESTMENT MANAGEMENT INC,10167,3702966
20740,2009,MARYLAND STADIUM AUTHORITY,THE BANK OF NEW YORK,07424,14046440
20754,2009,DEPARTMENT OF HUMAN RESOURCES,ALLEGHENY POWER,15644,9126329
20764,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,WILLIAM H SADLIER INC,14240,618210
20773,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,"J. WEINSTEIN & SONS, INC",33309,160770
20774,2009,STATE HIGHWAY ADMIN,DMJM & HARRIS INC,10158,3721098
20809,2009,DEPARTMENT OF NATURAL RESOURCES,UNITED STATE POSTAL SERVICES,21233,6867600
20825,2009,MARYLAND AVIATION ADMINISTRATION,UNITED STATES POSTAL SERVICE,21240,259129
20836,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,UNITED STATES POSTAL SERVICE,21032,3183365
20839,2009,DEPARTMENT OF JUVENILE SERVICES,UNITED STATES POSTAL SERVICE,22102,2511071
20848,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,WILLIAM A SHERMAN,20636,6966854
20900,2009,MARYLAND PORT ADMINISTRATION,PRESRAY CORPORATION,12592,381019
20901,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SANYO COMMERCIAL SOLUTIONS,60191,80453
20906,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,ALL STATE DISTRIBUTORS NORTHEAST INC,10941,69689
20917,2009,MARYLAND TRANSIT ADMINISTRATION,PREVOST CAR (US) INC,60121,98259
20918,2009,CAPITAL PROJECTS- UNIVERSITY OF MARYLAND,EINHORN YAFFEE PRESCOTT,12201,650198
20923,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,ALL ABOUT HOME CARE,21236,148632154
20924,2009,STATE HIGHWAY ADMIN,HNTB/EBA JOINT VENTURE,22206,629562
20925,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GREAT GOURMET INC,21632,58644591
20932,2009,BOARDS COMMISSIONS & OFFICES,MONTGOMERY CO COLLABORATION COUNCIL FOR CHILDREN,20855,16347642
20956,2009,MARYLAND HIGHER EDUCATION COMMISSION,NY ST DEPT OF TAX & FIN,13820,1200
20966,2009,DEPARTMENT OF HUMAN RESOURCES,THE CATHOLIC UNIVERSITY OF AMERICA,20064,58968
20968,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,LANNING E MOLDAUER,20015,164802
20969,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,M EDUARDO BRAVO M D,20886,5130693
20984,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,EASTMAN KODAK COMPANY,60677,1411994
20990,2009,MD DEPARTMENT OF AGRICULTURE,THE DAILY TIMES,75267,377789
21009,2009,MARYLAND FOOD CENTER AUTHORITY,XEROX CORPORATION,75265,5249801
21042,2009,COMPTROLLER OF MARYLAND,M&T BANK,14267,3713614
21043,2009,STATE TREASURER'S OFFICE,M&T BANK,14692,5388779
21047,2009,MDOT THE SECRETARY'S OFFICE,M&T BANK,14203,120450265
21056,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,NTID,14623,223485
21058,2009,HISTORIC ST. MARY'S CITY COMMISSION,HADLEY EXHIBITS INC.,14207,334437
21062,2009,DEPARTMENT OF GENERAL SERVICES- CAPITAL,DISSEN & JUHN CORPORATION,21666,2407248
21064,2009,MARYLAND TRANSIT ADMINISTRATION,SHEPARD BROS INC,14424,5061548
21068,2009,STATE BOARD OF ELECTIONS,"DSR,INC",21075,432729087
21075,2009,MARYLAND TRANSIT ADMINISTRATION,ADI ACORN DEVELOPMENT INC/D RAMSEY ODUWA,12212,231892
21078,2009,OFFICE OF THE ATTORNEY GENERAL,VERIZON SELECT SERVICES INC,08650,7509168
21079,2009,OFFICE OF THE STATE PROSECUTOR,VERIZON SELECT SERVICES INC,75266,21485844
21130,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,COUNTRY VILLAGE,21014,295523028
21132,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,COUNTRY VILLAGE,14604,2801449
21136,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,TRINITY BIOTECH,07192,62813
21138,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ABLE HANDS HEALTH CARE SERVICES,20720,1966753
21141,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CENTER FOR AUTISM SUPPORT & TRAINING LLC,20905,1308245
21142,2009,DEPT OF BUSINESS & ECONOMIC DEVELOPMENT,D H PORTER ENTERPRISES,20782,36627942
21144,2009,MARYLAND AVIATION ADMINISTRATION,IES COMMERCIAL INC,85285,80797
21149,2009,STATE HIGHWAY ADMIN,ARDENT COMPANY LLC,22101,1693274
21153,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MT TOP NURSING AGENCY,21543,111170
21155,2009,MARYLAND TRANSIT ADMINISTRATION,LINOVATION INC,11779,65803
21156,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,POSITIVE TRANSITIONS LLC,21501,18775884
21162,2009,DEPARTMENT OF HUMAN RESOURCES,CIS & H INC.,20792,420088
21165,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SHERRY OSHELL,21541,5560864
21170,2009,MOTOR VEHICLE ADMINSTRATION,MARY ANNE SCOTTINO,20723,3639598
21172,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,"BUDNEY, KEVIN",17363,786319
21180,2009,DEPT OF AGRICULTURE -  CAPITAL PROJECTS,MERILYN H ARMS,40205,46032
21183,2009,DEPARTMENT OF NATURAL RESOURCES,NORTH BAY,21901,12521404
21189,2009,STATE HIGHWAY ADMIN,ALENT TECHNOLOGIES LLC,20882,664062
21195,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FINKSBURG PHARMACY,21048,18398771
21196,2009,MILITARY DEPARTMENT,SATCOM DIRECT COMMUNICATIONS,32937,49985
21200,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,THI ADVANTAGE DME LLC,21152,20466396
21203,2009,DEPARTMENT OF GENERAL SERVICES,ACCLAIM USA INC,20773,393909
21211,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,POAH WASHINGTON GARDENS LLC,64111,609664
21219,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,O D TARAGIN & BROS LLC,21231,49326466
21222,2009,BALTIMORE CITY COMMUNITY COLLEGE,HOSPITAL FURNITURE RESTORATION,21765,70141
21224,2009,STATE HIGHWAY ADMIN,JACOBS CIVIL/KCI TECHNOLOGIES,63102,1511513
21226,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,THREE SIGMA SOFTWARE INC,22079,130003520
21227,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"FREE & CLEAR, INC",98104,1453475
21228,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ARIA MEDICAL EQUIPMENT,78232,31282
21231,2009,MILITARY DEPARTMENT,TOP OF THE BAY,21005,569850
21236,2009,OFFICE OF THE ATTORNEY GENERAL,BURRELLES LUCE,07039,44214
21248,2009,BOARD OF PUBLIC WORKS,KNOT TECHNOLOGY SOLUTIONS,20733,252163
21263,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GREEN VALLEY PHARMACY,21770,53245
21273,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MANCHESTER PHARMACY INC,21102,3997579
21274,2009,UNINSURED EMPLOYERS FUND,DIAGNOSTIC IMAGING LLC,21279,33957489
21277,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,TURNER STATION APARTMENTS,20704,1342717
21280,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ALLEGANY IMAGING PC,15501,432946
21284,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CHILDREN ACHIEVING MAXI POTENTIAL,20148,2582894
21294,2009,MARYLAND STATE LOTTERY AGENCY,SCHAFER SYSTEM INC,50002,161687
21308,2009,DEPARTMENT OF HUMAN RESOURCES,"CHARI, CHITRA R",20817,3613721
21325,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PROFESSIONAL EMERG PHY SER,21550,72381199
21338,2009,DEPARTMENT OF HUMAN RESOURCES,ROBYNS NEST CHILD DEV CENTER,20640,921082
21340,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CAP PHARMACY LLC,06023,79807
21341,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PRIMEDOC OF FREDERICK PA,28260,480315
21345,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GREENBELT CT IMAGING CTR LLC,20827,440727
21358,2009,STATE HIGHWAY ADMIN,MD CONCRETE FOUNDATIONS INC,21050,10005973
21377,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GHANSHAYAM GUPTA MD PC,20859,930017
21383,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,B C BRANCHWOOD LLC,02110,1527679
21384,2009,DEPARTMENT OF HUMAN RESOURCES,EASTERN BAY INVESTMENTS,21153,12511146
21388,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ABILITY PROSTHETICS & ORTHOTICS INC,17325,118290
21390,2009,STATE HIGHWAY ADMIN,ASHLEY'S MOWING INC,21849,423906
21396,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FOUNDATION CARE LLC,63045,251215
21406,2009,MARYLAND DEPT. OF AGING,HCBS STRATEGIES INC,21210,13018421
21407,2009,MARYLAND AVIATION ADMINISTRATION,ACCENT CUSTOM CONTRACTING INC,21162,732554
21410,2009,DEPARTMENT OF JUVENILE SERVICES,PAYCHEX TIME & ATTENDANCE DBA STROMBERG,32746,156494
21411,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LORIEN TANEYTOWN INC,21787,3813030
21423,2009,CAPITAL PROJECTS- UNIVERSITY OF MARYLAND,STANLEY CONVERGENT SECURITY SOLUTIONS,60682,36651
21424,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,RADHEY S MURARKA MD PC,20818,66470
21427,2009,DEPARTMENT OF HUMAN RESOURCES,"TALLER, MIKHAEL",20854,8637458
21447,2009,STATE HIGHWAY ADMIN,C J MILLER LLC,21074,2182975
21457,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,INTERNAL MEDICINE PHYSICIANS PA,20841,54308
21466,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,OPPTEK,21113,1710734
21470,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DECK LLC,21663,1474783
21513,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,K C CLINICAL SERVICES,17236,39497
21518,2009,STATE HIGHWAY ADMIN,BOTANICA ENTERPRISES INC,21734,809042
21531,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,THE YOUNG SCHOOL @ WHITE MARSH  LLC,21128,490546
21541,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,THREE STAR BUSINESS ENTERPRISES INC,21221,22028541
21546,2009,MARYLAND DEPT. OF VETERANS AFFAIRS,ATLANTIC TRACTOR LLC,21831,2170
21550,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,HOME PARTNERSHIP OF CECIL CO INC,21085,1461245
21555,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,AMERICOAST OF MARYLAND LLC,14228,28655
21557,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,INLAND US MANAGEMENT,60523,781802
21567,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,KPS PENNSYLVANIA INC,17972,46945
21575,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LDI CORPORATION,03801,49260
21579,2009,MARYLAND TRANSIT ADMINISTRATION,KTB PLASTICS INC,11216,58205
21589,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,REGENCY ALF LLC,21054,187297
21594,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,Q D PHARMACY,21704,3966431
21599,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ST PATRICK HOMES INC.,21012,101358220
21602,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BERLIN RADIATION THERAPY T.C.,32886,2995291
21608,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MOORE MEDICAL CORP,06050,70089
21614,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,MELISA DINEEN CHESTER,21212,115860587
21631,2009,MILITARY DEPARTMENT,FULL-BRITE CLEANING SVC INC,20898,1194570
21640,2009,DEPARTMENT OF HUMAN RESOURCES,A-1 BUILDING MAINTENANCE,27611,58483
21643,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,FCM-MTC JOINT VENTURE LLC,84014,7355937
21656,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PROF SRVCS OF HOLY CROSS HOSPITAL,21297,58991560
21657,2009,DEPARTMENT OF JUVENILE SERVICES,WESTERN PA CHILD CARE,16373,2248688
21659,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,ARDENTLY GREEN SERVICES,20166,7703273
21660,2009,BOARDS COMMISSIONS & OFFICES,NATIONAL CINEMEDIA LLC,80217,42089
21678,2009,MARYLAND STADIUM AUTHORITY,VIP SPECIAL SERVICES LLC,07052,58572
21684,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,DAY STAR KIDDIES' CARE,20722,2770180
21686,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,LIFELINE SOLUTIONS LLC,20721,9068408
21690,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,MHM MARYLAND INC,22182,11853454
21693,2009,UNINSURED EMPLOYERS FUND,ROBERTS HOME MEDICAL INC,20875,1347517
21723,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,TTI MOBILITY PRODUCTS,21826,13433338
21725,2009,MARYLAND TRANSIT ADMINISTRATION,DJM INDUSTRIES INC,15238,39707
21727,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PROMOD K DUGGAL MD PC,20768,390833
21732,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,RPHC LLC,21750,1084763
21734,2009,STATE HIGHWAY ADMIN,SCAGGS HOMES INC,20736,196548
21737,2009,MARYLAND TRANSIT ADMINISTRATION,THERMO KING CHESAPEAKE INC,85009,542598
21738,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BALA VIRISAAR PHARMACY INC DBA FREEDOM DRUG,21219,485202
21745,2009,COMPTROLLER OF MARYLAND,SCAN OPTICS LLC,06040,109341
21751,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,Q-CARE INC,20871,1593807
21754,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,RAI CC MD DIALYSIS-SILVER HILL LLC,37027,354664
21762,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,PLAY STATION DAYCARE & NURSERY,20611,55335
21763,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ALPHA DRUGS LLC,20009,1163992
21770,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MEDICAL SUPPLY INC,19029,142775
21771,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,VASC ACCESS CTR PG CTY LLC,19104,468293
21772,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SHALOM PHARMACY,20735,30008091
21780,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SIVART LLC DBA CARING HEALTH CARE,07836,37011
21793,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ALVAREZ & MARSAL,10022,506437
21794,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,BELVE JONES,21144,1965061
21798,2009,OFFICE OF THE PUBLIC DEFENDER,"JAMES DAVID KRUGER,LLC",21668,232752
21816,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,BALTIMORE EXAMINER,22151,1100392
21821,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BI-STATE PHARMACY,19940,881923
